,DataSetName,NominalEncoder,OrdinalEncoder,Score
403,audiology,JamesSteinEncoder,SumEncoder,0.2857142857142857
404,audiology,JamesSteinEncoder,OneHotEncoder,0.2857142857142857
405,audiology,JamesSteinEncoder,LabelEncoder,0.3333333333333333
406,audiology,JamesSteinEncoder,BinaryEncoder,0.31746031746031744
407,audiology,JamesSteinEncoder,FrequencyEncoder,0.30158730158730157
408,audiology,JamesSteinEncoder,TargetEncoder,0.31746031746031744
409,audiology,JamesSteinEncoder,HashingEncoder,0.2857142857142857
410,audiology,BaseNEncoder,JamesSteinEncoder,0.15873015873015872
411,audiology,BaseNEncoder,BaseNEncoder,0.19047619047619047
412,audiology,BaseNEncoder,HelmertEncoder,0.15873015873015872
413,audiology,BaseNEncoder,SumEncoder,0.19047619047619047
414,audiology,BaseNEncoder,OneHotEncoder,0.19047619047619047
415,audiology,BaseNEncoder,LabelEncoder,0.23809523809523808
416,audiology,BaseNEncoder,BinaryEncoder,0.19047619047619047
417,audiology,BaseNEncoder,FrequencyEncoder,0.19047619047619047
418,audiology,BaseNEncoder,TargetEncoder,0.15873015873015872
419,audiology,BaseNEncoder,HashingEncoder,0.1746031746031746
420,audiology,HelmertEncoder,JamesSteinEncoder,0.30158730158730157
421,audiology,HelmertEncoder,BaseNEncoder,0.3492063492063492
422,audiology,HelmertEncoder,HelmertEncoder,0.30158730158730157
423,audiology,HelmertEncoder,SumEncoder,0.31746031746031744
424,audiology,HelmertEncoder,OneHotEncoder,0.3333333333333333
425,audiology,HelmertEncoder,LabelEncoder,0.31746031746031744
426,audiology,HelmertEncoder,BinaryEncoder,0.3492063492063492
427,audiology,HelmertEncoder,FrequencyEncoder,0.30158730158730157
428,audiology,HelmertEncoder,TargetEncoder,0.30158730158730157
429,audiology,HelmertEncoder,HashingEncoder,0.2857142857142857
430,audiology,SumEncoder,JamesSteinEncoder,0.31746031746031744
431,audiology,SumEncoder,BaseNEncoder,0.3333333333333333
432,audiology,SumEncoder,HelmertEncoder,0.2857142857142857
433,audiology,SumEncoder,SumEncoder,0.30158730158730157
434,audiology,SumEncoder,OneHotEncoder,0.30158730158730157
435,audiology,SumEncoder,LabelEncoder,0.3333333333333333
436,audiology,SumEncoder,BinaryEncoder,0.3333333333333333
437,audiology,SumEncoder,FrequencyEncoder,0.30158730158730157
438,audiology,SumEncoder,TargetEncoder,0.31746031746031744
439,audiology,SumEncoder,HashingEncoder,0.3492063492063492
440,audiology,OneHotEncoder,JamesSteinEncoder,0.31746031746031744
441,audiology,OneHotEncoder,BaseNEncoder,0.3492063492063492
442,audiology,OneHotEncoder,HelmertEncoder,0.2857142857142857
443,audiology,OneHotEncoder,SumEncoder,0.30158730158730157
444,audiology,OneHotEncoder,OneHotEncoder,0.2857142857142857
445,audiology,OneHotEncoder,LabelEncoder,0.3492063492063492
446,audiology,OneHotEncoder,BinaryEncoder,0.3492063492063492
447,audiology,OneHotEncoder,FrequencyEncoder,0.30158730158730157
448,audiology,OneHotEncoder,TargetEncoder,0.31746031746031744
449,audiology,OneHotEncoder,HashingEncoder,0.3333333333333333
450,audiology,LabelEncoder,JamesSteinEncoder,0.2698412698412698
451,audiology,LabelEncoder,BaseNEncoder,0.31746031746031744
452,audiology,LabelEncoder,HelmertEncoder,0.30158730158730157
453,audiology,LabelEncoder,SumEncoder,0.2857142857142857
454,audiology,LabelEncoder,OneHotEncoder,0.2857142857142857
455,audiology,LabelEncoder,LabelEncoder,0.25396825396825395
456,audiology,LabelEncoder,BinaryEncoder,0.31746031746031744
457,audiology,LabelEncoder,FrequencyEncoder,0.2698412698412698
458,audiology,LabelEncoder,TargetEncoder,0.2698412698412698
459,audiology,LabelEncoder,HashingEncoder,0.25396825396825395
460,audiology,BinaryEncoder,JamesSteinEncoder,0.15873015873015872
461,audiology,BinaryEncoder,BaseNEncoder,0.19047619047619047
462,audiology,BinaryEncoder,HelmertEncoder,0.15873015873015872
463,audiology,BinaryEncoder,SumEncoder,0.19047619047619047
464,audiology,BinaryEncoder,OneHotEncoder,0.19047619047619047
465,audiology,BinaryEncoder,LabelEncoder,0.23809523809523808
466,audiology,BinaryEncoder,BinaryEncoder,0.19047619047619047
467,audiology,BinaryEncoder,FrequencyEncoder,0.19047619047619047
468,audiology,BinaryEncoder,TargetEncoder,0.15873015873015872
469,audiology,BinaryEncoder,HashingEncoder,0.1746031746031746
470,audiology,FrequencyEncoder,JamesSteinEncoder,0.31746031746031744
471,audiology,FrequencyEncoder,BaseNEncoder,0.30158730158730157
472,audiology,FrequencyEncoder,HelmertEncoder,0.30158730158730157
473,audiology,FrequencyEncoder,SumEncoder,0.30158730158730157
474,audiology,FrequencyEncoder,OneHotEncoder,0.30158730158730157
475,audiology,FrequencyEncoder,LabelEncoder,0.31746031746031744
476,audiology,FrequencyEncoder,BinaryEncoder,0.30158730158730157
477,audiology,FrequencyEncoder,FrequencyEncoder,0.31746031746031744
478,audiology,FrequencyEncoder,TargetEncoder,0.31746031746031744
479,audiology,FrequencyEncoder,HashingEncoder,0.30158730158730157
480,audiology,TargetEncoder,JamesSteinEncoder,0.31746031746031744
481,audiology,TargetEncoder,BaseNEncoder,0.31746031746031744
482,audiology,TargetEncoder,HelmertEncoder,0.2857142857142857
483,audiology,TargetEncoder,SumEncoder,0.2857142857142857
484,audiology,TargetEncoder,OneHotEncoder,0.2857142857142857
485,audiology,TargetEncoder,LabelEncoder,0.3333333333333333
486,audiology,TargetEncoder,BinaryEncoder,0.31746031746031744
487,audiology,TargetEncoder,FrequencyEncoder,0.30158730158730157
488,audiology,TargetEncoder,TargetEncoder,0.31746031746031744
489,audiology,TargetEncoder,HashingEncoder,0.2857142857142857
490,audiology,HashingEncoder,JamesSteinEncoder,0.25396825396825395
491,audiology,HashingEncoder,BaseNEncoder,0.25396825396825395
492,audiology,HashingEncoder,HelmertEncoder,0.23809523809523808
493,audiology,HashingEncoder,SumEncoder,0.23809523809523808
494,audiology,HashingEncoder,OneHotEncoder,0.2857142857142857
495,audiology,HashingEncoder,LabelEncoder,0.25396825396825395
496,audiology,HashingEncoder,BinaryEncoder,0.25396825396825395
497,audiology,HashingEncoder,FrequencyEncoder,0.20634920634920634
498,audiology,HashingEncoder,TargetEncoder,0.25396825396825395
499,audiology,HashingEncoder,HashingEncoder,0.19047619047619047
500,random,JamesSteinEncoder,JamesSteinEncoder,0.4
501,random,JamesSteinEncoder,BaseNEncoder,0.4
502,random,JamesSteinEncoder,HelmertEncoder,0.4
503,random,JamesSteinEncoder,SumEncoder,0.4
504,random,JamesSteinEncoder,OneHotEncoder,0.4
505,random,JamesSteinEncoder,LabelEncoder,0.4
506,random,JamesSteinEncoder,BinaryEncoder,0.4
507,random,JamesSteinEncoder,FrequencyEncoder,0.4
508,random,JamesSteinEncoder,TargetEncoder,0.4
509,random,JamesSteinEncoder,HashingEncoder,0.4
510,random,BaseNEncoder,JamesSteinEncoder,0.4
511,random,BaseNEncoder,BaseNEncoder,0.4
512,random,BaseNEncoder,HelmertEncoder,0.4
513,random,BaseNEncoder,SumEncoder,0.4
514,random,BaseNEncoder,OneHotEncoder,0.4
515,random,BaseNEncoder,LabelEncoder,0.4
516,random,BaseNEncoder,BinaryEncoder,0.4
517,random,BaseNEncoder,FrequencyEncoder,0.4
518,random,BaseNEncoder,TargetEncoder,0.4
519,random,BaseNEncoder,HashingEncoder,0.4
520,random,HelmertEncoder,JamesSteinEncoder,0.4
521,random,HelmertEncoder,BaseNEncoder,0.4
522,random,HelmertEncoder,HelmertEncoder,0.4
523,random,HelmertEncoder,SumEncoder,0.4
524,random,HelmertEncoder,OneHotEncoder,0.4
525,random,HelmertEncoder,LabelEncoder,0.4
526,random,HelmertEncoder,BinaryEncoder,0.4
527,random,HelmertEncoder,FrequencyEncoder,0.4
528,random,HelmertEncoder,TargetEncoder,0.4
529,random,HelmertEncoder,HashingEncoder,0.4
530,random,SumEncoder,JamesSteinEncoder,0.4
531,random,SumEncoder,BaseNEncoder,0.4
532,random,SumEncoder,HelmertEncoder,0.4
533,random,SumEncoder,SumEncoder,0.4
534,random,SumEncoder,OneHotEncoder,0.4
535,random,SumEncoder,LabelEncoder,0.4
536,random,SumEncoder,BinaryEncoder,0.4
537,random,SumEncoder,FrequencyEncoder,0.4
538,random,SumEncoder,TargetEncoder,0.4
539,random,SumEncoder,HashingEncoder,0.4
540,random,OneHotEncoder,JamesSteinEncoder,0.4
541,random,OneHotEncoder,BaseNEncoder,0.4
542,random,OneHotEncoder,HelmertEncoder,0.4
543,random,OneHotEncoder,SumEncoder,0.4
544,random,OneHotEncoder,OneHotEncoder,0.4
545,random,OneHotEncoder,LabelEncoder,0.4
546,random,OneHotEncoder,BinaryEncoder,0.4
547,random,OneHotEncoder,FrequencyEncoder,0.4
548,random,OneHotEncoder,TargetEncoder,0.4
549,random,OneHotEncoder,HashingEncoder,0.4
550,random,LabelEncoder,JamesSteinEncoder,0.4
551,random,LabelEncoder,BaseNEncoder,0.4
552,random,LabelEncoder,HelmertEncoder,0.4
553,random,LabelEncoder,SumEncoder,0.4
554,random,LabelEncoder,OneHotEncoder,0.4
555,random,LabelEncoder,LabelEncoder,0.4
556,random,LabelEncoder,BinaryEncoder,0.4
557,random,LabelEncoder,FrequencyEncoder,0.4
558,random,LabelEncoder,TargetEncoder,0.4
559,random,LabelEncoder,HashingEncoder,0.4
560,random,BinaryEncoder,JamesSteinEncoder,0.4
561,random,BinaryEncoder,BaseNEncoder,0.4
562,random,BinaryEncoder,HelmertEncoder,0.4
563,random,BinaryEncoder,SumEncoder,0.4
564,random,BinaryEncoder,OneHotEncoder,0.4
565,random,BinaryEncoder,LabelEncoder,0.4
566,random,BinaryEncoder,BinaryEncoder,0.4
567,random,BinaryEncoder,FrequencyEncoder,0.4
568,random,BinaryEncoder,TargetEncoder,0.4
569,random,BinaryEncoder,HashingEncoder,0.4
570,random,FrequencyEncoder,JamesSteinEncoder,0.4
571,random,FrequencyEncoder,BaseNEncoder,0.4
572,random,FrequencyEncoder,HelmertEncoder,0.4
573,random,FrequencyEncoder,SumEncoder,0.4
574,random,FrequencyEncoder,OneHotEncoder,0.4
575,random,FrequencyEncoder,LabelEncoder,0.4
576,random,FrequencyEncoder,BinaryEncoder,0.4
577,random,FrequencyEncoder,FrequencyEncoder,0.4
578,random,FrequencyEncoder,TargetEncoder,0.4
579,random,FrequencyEncoder,HashingEncoder,0.4
580,random,TargetEncoder,JamesSteinEncoder,0.4
581,random,TargetEncoder,BaseNEncoder,0.4
582,random,TargetEncoder,HelmertEncoder,0.4
583,random,TargetEncoder,SumEncoder,0.4
584,random,TargetEncoder,OneHotEncoder,0.4
585,random,TargetEncoder,LabelEncoder,0.4
586,random,TargetEncoder,BinaryEncoder,0.4
587,random,TargetEncoder,FrequencyEncoder,0.4
588,random,TargetEncoder,TargetEncoder,0.4
589,random,TargetEncoder,HashingEncoder,0.4
590,random,HashingEncoder,JamesSteinEncoder,0.2
591,random,HashingEncoder,BaseNEncoder,0.2
592,random,HashingEncoder,HelmertEncoder,0.2
593,random,HashingEncoder,SumEncoder,0.2
594,random,HashingEncoder,OneHotEncoder,0.2
595,random,HashingEncoder,LabelEncoder,0.2
596,random,HashingEncoder,BinaryEncoder,0.2
597,random,HashingEncoder,FrequencyEncoder,0.2
598,random,HashingEncoder,TargetEncoder,0.2
599,random,HashingEncoder,HashingEncoder,0.2
600,car,JamesSteinEncoder,JamesSteinEncoder,0.029850746268656716
601,car,JamesSteinEncoder,BaseNEncoder,0.029850746268656716
602,car,JamesSteinEncoder,HelmertEncoder,0.029850746268656716
603,car,JamesSteinEncoder,SumEncoder,0.029850746268656716
604,car,JamesSteinEncoder,OneHotEncoder,0.029850746268656716
605,car,JamesSteinEncoder,LabelEncoder,0.029850746268656716
606,car,JamesSteinEncoder,BinaryEncoder,0.029850746268656716
607,car,JamesSteinEncoder,FrequencyEncoder,0.029850746268656716
608,car,JamesSteinEncoder,TargetEncoder,0.029850746268656716
609,car,JamesSteinEncoder,HashingEncoder,0.029850746268656716
610,car,BaseNEncoder,JamesSteinEncoder,0.029850746268656716
611,car,BaseNEncoder,BaseNEncoder,0.029850746268656716
612,car,BaseNEncoder,HelmertEncoder,0.029850746268656716
613,car,BaseNEncoder,SumEncoder,0.029850746268656716
614,car,BaseNEncoder,OneHotEncoder,0.029850746268656716
615,car,BaseNEncoder,LabelEncoder,0.029850746268656716
616,car,BaseNEncoder,BinaryEncoder,0.029850746268656716
617,car,BaseNEncoder,FrequencyEncoder,0.029850746268656716
618,car,BaseNEncoder,TargetEncoder,0.029850746268656716
619,car,BaseNEncoder,HashingEncoder,0.029850746268656716
620,car,HelmertEncoder,JamesSteinEncoder,0.029850746268656716
621,car,HelmertEncoder,BaseNEncoder,0.029850746268656716
622,car,HelmertEncoder,HelmertEncoder,0.029850746268656716
623,car,HelmertEncoder,SumEncoder,0.029850746268656716
624,car,HelmertEncoder,OneHotEncoder,0.029850746268656716
625,car,HelmertEncoder,LabelEncoder,0.029850746268656716
626,car,HelmertEncoder,BinaryEncoder,0.029850746268656716
627,car,HelmertEncoder,FrequencyEncoder,0.029850746268656716
628,car,HelmertEncoder,TargetEncoder,0.029850746268656716
629,car,HelmertEncoder,HashingEncoder,0.029850746268656716
630,car,SumEncoder,JamesSteinEncoder,0.029850746268656716
631,car,SumEncoder,BaseNEncoder,0.029850746268656716
632,car,SumEncoder,HelmertEncoder,0.029850746268656716
633,car,SumEncoder,SumEncoder,0.029850746268656716
634,car,SumEncoder,OneHotEncoder,0.029850746268656716
635,car,SumEncoder,LabelEncoder,0.029850746268656716
636,car,SumEncoder,BinaryEncoder,0.029850746268656716
637,car,SumEncoder,FrequencyEncoder,0.029850746268656716
638,car,SumEncoder,TargetEncoder,0.029850746268656716
639,car,SumEncoder,HashingEncoder,0.029850746268656716
640,car,OneHotEncoder,JamesSteinEncoder,0.014925373134328358
641,car,OneHotEncoder,BaseNEncoder,0.014925373134328358
642,car,OneHotEncoder,HelmertEncoder,0.014925373134328358
643,car,OneHotEncoder,SumEncoder,0.014925373134328358
644,car,OneHotEncoder,OneHotEncoder,0.014925373134328358
645,car,OneHotEncoder,LabelEncoder,0.014925373134328358
646,car,OneHotEncoder,BinaryEncoder,0.014925373134328358
647,car,OneHotEncoder,FrequencyEncoder,0.014925373134328358
648,car,OneHotEncoder,TargetEncoder,0.014925373134328358
649,car,OneHotEncoder,HashingEncoder,0.014925373134328358
650,car,LabelEncoder,JamesSteinEncoder,0.014925373134328358
651,car,LabelEncoder,BaseNEncoder,0.014925373134328358
652,car,LabelEncoder,HelmertEncoder,0.014925373134328358
653,car,LabelEncoder,SumEncoder,0.014925373134328358
654,car,LabelEncoder,OneHotEncoder,0.014925373134328358
655,car,LabelEncoder,LabelEncoder,0.014925373134328358
656,car,LabelEncoder,BinaryEncoder,0.014925373134328358
657,car,LabelEncoder,FrequencyEncoder,0.014925373134328358
658,car,LabelEncoder,TargetEncoder,0.014925373134328358
659,car,LabelEncoder,HashingEncoder,0.014925373134328358
660,car,BinaryEncoder,JamesSteinEncoder,0.029850746268656716
661,car,BinaryEncoder,BaseNEncoder,0.029850746268656716
662,car,BinaryEncoder,HelmertEncoder,0.029850746268656716
663,car,BinaryEncoder,SumEncoder,0.029850746268656716
664,car,BinaryEncoder,OneHotEncoder,0.029850746268656716
665,car,BinaryEncoder,LabelEncoder,0.029850746268656716
666,car,BinaryEncoder,BinaryEncoder,0.029850746268656716
667,car,BinaryEncoder,FrequencyEncoder,0.029850746268656716
668,car,BinaryEncoder,TargetEncoder,0.029850746268656716
669,car,BinaryEncoder,HashingEncoder,0.029850746268656716
670,car,FrequencyEncoder,JamesSteinEncoder,0.04477611940298507
671,car,FrequencyEncoder,BaseNEncoder,0.04477611940298507
672,car,FrequencyEncoder,HelmertEncoder,0.04477611940298507
673,car,FrequencyEncoder,SumEncoder,0.04477611940298507
674,car,FrequencyEncoder,OneHotEncoder,0.04477611940298507
675,car,FrequencyEncoder,LabelEncoder,0.04477611940298507
676,car,FrequencyEncoder,BinaryEncoder,0.04477611940298507
677,car,FrequencyEncoder,FrequencyEncoder,0.04477611940298507
678,car,FrequencyEncoder,TargetEncoder,0.04477611940298507
679,car,FrequencyEncoder,HashingEncoder,0.04477611940298507
680,car,TargetEncoder,JamesSteinEncoder,0.029850746268656716
681,car,TargetEncoder,BaseNEncoder,0.029850746268656716
682,car,TargetEncoder,HelmertEncoder,0.029850746268656716
683,car,TargetEncoder,SumEncoder,0.029850746268656716
684,car,TargetEncoder,OneHotEncoder,0.029850746268656716
685,car,TargetEncoder,LabelEncoder,0.029850746268656716
686,car,TargetEncoder,BinaryEncoder,0.029850746268656716
687,car,TargetEncoder,FrequencyEncoder,0.029850746268656716
688,car,TargetEncoder,TargetEncoder,0.029850746268656716
689,car,TargetEncoder,HashingEncoder,0.029850746268656716
690,car,HashingEncoder,JamesSteinEncoder,0.029850746268656716
691,car,HashingEncoder,BaseNEncoder,0.029850746268656716
692,car,HashingEncoder,HelmertEncoder,0.029850746268656716
693,car,HashingEncoder,SumEncoder,0.029850746268656716
694,car,HashingEncoder,OneHotEncoder,0.029850746268656716
695,car,HashingEncoder,LabelEncoder,0.029850746268656716
696,car,HashingEncoder,BinaryEncoder,0.029850746268656716
697,car,HashingEncoder,FrequencyEncoder,0.029850746268656716
698,car,HashingEncoder,TargetEncoder,0.029850746268656716
699,car,HashingEncoder,HashingEncoder,0.029850746268656716
700,car1,JamesSteinEncoder,JamesSteinEncoder,0.0912280701754386
701,car1,JamesSteinEncoder,BaseNEncoder,0.06491228070175438
702,car1,JamesSteinEncoder,HelmertEncoder,0.06491228070175438
703,car1,JamesSteinEncoder,SumEncoder,0.06491228070175438
704,car1,JamesSteinEncoder,OneHotEncoder,0.06491228070175438
705,car1,JamesSteinEncoder,LabelEncoder,0.06491228070175438
706,car1,JamesSteinEncoder,BinaryEncoder,0.06491228070175438
707,car1,JamesSteinEncoder,FrequencyEncoder,0.0912280701754386
708,car1,JamesSteinEncoder,TargetEncoder,0.0912280701754386
709,car1,JamesSteinEncoder,HashingEncoder,0.15087719298245614
710,car1,BaseNEncoder,JamesSteinEncoder,0.05964912280701754
711,car1,BaseNEncoder,BaseNEncoder,0.03684210526315789
712,car1,BaseNEncoder,HelmertEncoder,0.03684210526315789
713,car1,BaseNEncoder,SumEncoder,0.03684210526315789
714,car1,BaseNEncoder,OneHotEncoder,0.03684210526315789
715,car1,BaseNEncoder,LabelEncoder,0.03684210526315789
716,car1,BaseNEncoder,BinaryEncoder,0.03684210526315789
717,car1,BaseNEncoder,FrequencyEncoder,0.05964912280701754
718,car1,BaseNEncoder,TargetEncoder,0.05964912280701754
719,car1,BaseNEncoder,HashingEncoder,0.12631578947368421
720,car1,HelmertEncoder,JamesSteinEncoder,0.05964912280701754
721,car1,HelmertEncoder,BaseNEncoder,0.03684210526315789
722,car1,HelmertEncoder,HelmertEncoder,0.03684210526315789
723,car1,HelmertEncoder,SumEncoder,0.03684210526315789
724,car1,HelmertEncoder,OneHotEncoder,0.03684210526315789
725,car1,HelmertEncoder,LabelEncoder,0.03684210526315789
726,car1,HelmertEncoder,BinaryEncoder,0.03684210526315789
727,car1,HelmertEncoder,FrequencyEncoder,0.05964912280701754
728,car1,HelmertEncoder,TargetEncoder,0.05964912280701754
729,car1,HelmertEncoder,HashingEncoder,0.12631578947368421
730,car1,SumEncoder,JamesSteinEncoder,0.05964912280701754
731,car1,SumEncoder,BaseNEncoder,0.03684210526315789
732,car1,SumEncoder,HelmertEncoder,0.03684210526315789
733,car1,SumEncoder,SumEncoder,0.03684210526315789
734,car1,SumEncoder,OneHotEncoder,0.03684210526315789
735,car1,SumEncoder,LabelEncoder,0.03684210526315789
736,car1,SumEncoder,BinaryEncoder,0.03684210526315789
737,car1,SumEncoder,FrequencyEncoder,0.05964912280701754
738,car1,SumEncoder,TargetEncoder,0.05964912280701754
739,car1,SumEncoder,HashingEncoder,0.12631578947368421
740,car1,OneHotEncoder,JamesSteinEncoder,0.05964912280701754
741,car1,OneHotEncoder,BaseNEncoder,0.03684210526315789
742,car1,OneHotEncoder,HelmertEncoder,0.03684210526315789
743,car1,OneHotEncoder,SumEncoder,0.03684210526315789
744,car1,OneHotEncoder,OneHotEncoder,0.03684210526315789
745,car1,OneHotEncoder,LabelEncoder,0.03684210526315789
746,car1,OneHotEncoder,BinaryEncoder,0.03684210526315789
747,car1,OneHotEncoder,FrequencyEncoder,0.05964912280701754
748,car1,OneHotEncoder,TargetEncoder,0.05964912280701754
749,car1,OneHotEncoder,HashingEncoder,0.12631578947368421
750,car1,LabelEncoder,JamesSteinEncoder,0.05964912280701754
751,car1,LabelEncoder,BaseNEncoder,0.03684210526315789
752,car1,LabelEncoder,HelmertEncoder,0.03684210526315789
753,car1,LabelEncoder,SumEncoder,0.03684210526315789
754,car1,LabelEncoder,OneHotEncoder,0.03684210526315789
755,car1,LabelEncoder,LabelEncoder,0.03684210526315789
756,car1,LabelEncoder,BinaryEncoder,0.03684210526315789
757,car1,LabelEncoder,FrequencyEncoder,0.05964912280701754
758,car1,LabelEncoder,TargetEncoder,0.05964912280701754
759,car1,LabelEncoder,HashingEncoder,0.12631578947368421
760,car1,BinaryEncoder,JamesSteinEncoder,0.05964912280701754
761,car1,BinaryEncoder,BaseNEncoder,0.03684210526315789
762,car1,BinaryEncoder,HelmertEncoder,0.03684210526315789
763,car1,BinaryEncoder,SumEncoder,0.03684210526315789
764,car1,BinaryEncoder,OneHotEncoder,0.03684210526315789
765,car1,BinaryEncoder,LabelEncoder,0.03684210526315789
766,car1,BinaryEncoder,BinaryEncoder,0.03684210526315789
767,car1,BinaryEncoder,FrequencyEncoder,0.05964912280701754
768,car1,BinaryEncoder,TargetEncoder,0.05964912280701754
769,car1,BinaryEncoder,HashingEncoder,0.12631578947368421
770,car1,FrequencyEncoder,JamesSteinEncoder,0.12456140350877193
771,car1,FrequencyEncoder,BaseNEncoder,0.10350877192982456
772,car1,FrequencyEncoder,HelmertEncoder,0.10350877192982456
773,car1,FrequencyEncoder,SumEncoder,0.10350877192982456
774,car1,FrequencyEncoder,OneHotEncoder,0.10350877192982456
775,car1,FrequencyEncoder,LabelEncoder,0.10350877192982456
776,car1,FrequencyEncoder,BinaryEncoder,0.10350877192982456
777,car1,FrequencyEncoder,FrequencyEncoder,0.12456140350877193
778,car1,FrequencyEncoder,TargetEncoder,0.12456140350877193
779,car1,FrequencyEncoder,HashingEncoder,0.20701754385964913
780,car1,TargetEncoder,JamesSteinEncoder,0.13157894736842105
781,car1,TargetEncoder,BaseNEncoder,0.1
782,car1,TargetEncoder,HelmertEncoder,0.1
783,car1,TargetEncoder,SumEncoder,0.1
784,car1,TargetEncoder,OneHotEncoder,0.1
785,car1,TargetEncoder,LabelEncoder,0.1
786,car1,TargetEncoder,BinaryEncoder,0.1
787,car1,TargetEncoder,FrequencyEncoder,0.13157894736842105
788,car1,TargetEncoder,TargetEncoder,0.13157894736842105
789,car1,TargetEncoder,HashingEncoder,0.18596491228070175
790,car1,HashingEncoder,JamesSteinEncoder,0.13508771929824562
791,car1,HashingEncoder,BaseNEncoder,0.11754385964912281
792,car1,HashingEncoder,HelmertEncoder,0.11754385964912281
793,car1,HashingEncoder,SumEncoder,0.11754385964912281
794,car1,HashingEncoder,OneHotEncoder,0.11754385964912281
795,car1,HashingEncoder,LabelEncoder,0.11754385964912281
796,car1,HashingEncoder,BinaryEncoder,0.11754385964912281
797,car1,HashingEncoder,FrequencyEncoder,0.13508771929824562
798,car1,HashingEncoder,TargetEncoder,0.13508771929824562
799,car1,HashingEncoder,HashingEncoder,0.20877192982456141
