,DataSetName,NominalEncoder,OrdinalEncoder,Score,Roc_auc_score
468,Titanic,SumEncoder,FrequencyEncoder,0.8033898305084746,0.7845238095238094
469,Titanic,SumEncoder,TargetEncoder,0.8033898305084746,0.7845238095238094
470,Titanic,OneHotEncoder,BinaryEncoder,0.7966101694915254,0.7788095238095238
471,Titanic,OneHotEncoder,HelmertEncoder,0.7966101694915254,0.7788095238095238
472,Titanic,OneHotEncoder,LabelEncoder,0.7966101694915254,0.7788095238095238
473,Titanic,OneHotEncoder,JamesSteinEncoder,0.7966101694915254,0.7788095238095238
474,Titanic,OneHotEncoder,BaseNEncoder,0.7966101694915254,0.7788095238095238
475,Titanic,OneHotEncoder,HashingEncoder,0.7966101694915254,0.7788095238095238
476,Titanic,OneHotEncoder,SumEncoder,0.7966101694915254,0.7788095238095238
477,Titanic,OneHotEncoder,OneHotEncoder,0.7966101694915254,0.7788095238095238
478,Titanic,OneHotEncoder,FrequencyEncoder,0.8,0.7816666666666667
479,Titanic,OneHotEncoder,TargetEncoder,0.7966101694915254,0.7788095238095238
480,Titanic,FrequencyEncoder,BinaryEncoder,0.7322033898305085,0.7271428571428571
481,Titanic,FrequencyEncoder,HelmertEncoder,0.7322033898305085,0.7271428571428571
482,Titanic,FrequencyEncoder,LabelEncoder,0.7322033898305085,0.7271428571428571
483,Titanic,FrequencyEncoder,JamesSteinEncoder,0.7322033898305085,0.7271428571428571
484,Titanic,FrequencyEncoder,BaseNEncoder,0.7322033898305085,0.7271428571428571
485,Titanic,FrequencyEncoder,HashingEncoder,0.7322033898305085,0.7271428571428571
486,Titanic,FrequencyEncoder,SumEncoder,0.7322033898305085,0.7271428571428571
487,Titanic,FrequencyEncoder,OneHotEncoder,0.7322033898305085,0.7271428571428571
488,Titanic,FrequencyEncoder,FrequencyEncoder,0.7457627118644068,0.7411904761904763
489,Titanic,FrequencyEncoder,TargetEncoder,0.7322033898305085,0.7271428571428571
490,Titanic,TargetEncoder,BinaryEncoder,0.8271186440677966,0.822857142857143
491,Titanic,TargetEncoder,HelmertEncoder,0.8271186440677966,0.822857142857143
492,Titanic,TargetEncoder,LabelEncoder,0.8271186440677966,0.822857142857143
493,Titanic,TargetEncoder,JamesSteinEncoder,0.8271186440677966,0.822857142857143
494,Titanic,TargetEncoder,BaseNEncoder,0.8271186440677966,0.822857142857143
495,Titanic,TargetEncoder,HashingEncoder,0.8271186440677966,0.822857142857143
496,Titanic,TargetEncoder,SumEncoder,0.8271186440677966,0.822857142857143
497,Titanic,TargetEncoder,OneHotEncoder,0.8271186440677966,0.822857142857143
498,Titanic,TargetEncoder,FrequencyEncoder,0.8271186440677966,0.822857142857143
499,Titanic,TargetEncoder,TargetEncoder,0.8271186440677966,0.822857142857143
500,Car1,BinaryEncoder,BinaryEncoder,0.987719298245614,0.9812403627310466
501,Car1,BinaryEncoder,HelmertEncoder,0.9912280701754386,0.9730889251055432
502,Car1,BinaryEncoder,LabelEncoder,0.9859649122807017,0.9750745859703043
503,Car1,BinaryEncoder,JamesSteinEncoder,0.9912280701754386,0.9787128994626533
504,Car1,BinaryEncoder,BaseNEncoder,0.987719298245614,0.9812403627310466
505,Car1,BinaryEncoder,HashingEncoder,0.9333333333333333,0.8027623549507578
506,Car1,BinaryEncoder,SumEncoder,0.9859649122807017,0.9694506116131942
507,Car1,BinaryEncoder,OneHotEncoder,0.9912280701754386,0.9787128994626533
508,Car1,BinaryEncoder,FrequencyEncoder,0.8842105263157894,0.7452395759742908
509,Car1,BinaryEncoder,TargetEncoder,0.9912280701754386,0.9787128994626533
510,Car1,HelmertEncoder,BinaryEncoder,0.987719298245614,0.9812403627310466
511,Car1,HelmertEncoder,HelmertEncoder,0.9859649122807017,0.9694506116131942
512,Car1,HelmertEncoder,LabelEncoder,0.9859649122807017,0.9750745859703043
513,Car1,HelmertEncoder,JamesSteinEncoder,0.9912280701754386,0.9787128994626533
514,Car1,HelmertEncoder,BaseNEncoder,0.987719298245614,0.9812403627310466
515,Car1,HelmertEncoder,HashingEncoder,0.9298245614035088,0.8003368126225251
516,Car1,HelmertEncoder,SumEncoder,0.9859649122807017,0.9694506116131942
517,Car1,HelmertEncoder,OneHotEncoder,0.9859649122807017,0.9694506116131942
518,Car1,HelmertEncoder,FrequencyEncoder,0.8842105263157894,0.7452395759742908
519,Car1,HelmertEncoder,TargetEncoder,0.9912280701754386,0.9787128994626533
520,Car1,LabelEncoder,BinaryEncoder,0.987719298245614,0.9812403627310466
521,Car1,LabelEncoder,HelmertEncoder,0.9842105263157894,0.9463554246878324
522,Car1,LabelEncoder,LabelEncoder,0.9859649122807017,0.9750745859703043
523,Car1,LabelEncoder,JamesSteinEncoder,0.9912280701754386,0.9787128994626533
524,Car1,LabelEncoder,BaseNEncoder,0.987719298245614,0.9812403627310466
525,Car1,LabelEncoder,HashingEncoder,0.9298245614035088,0.8003368126225251
526,Car1,LabelEncoder,SumEncoder,0.9842105263157894,0.9463554246878324
527,Car1,LabelEncoder,OneHotEncoder,0.9842105263157894,0.9463554246878324
528,Car1,LabelEncoder,FrequencyEncoder,0.8842105263157894,0.7452395759742908
529,Car1,LabelEncoder,TargetEncoder,0.9912280701754386,0.9787128994626533
530,Car1,JamesSteinEncoder,BinaryEncoder,0.987719298245614,0.9812403627310466
531,Car1,JamesSteinEncoder,HelmertEncoder,0.9859649122807017,0.9750745859703043
532,Car1,JamesSteinEncoder,LabelEncoder,0.9859649122807017,0.9750745859703043
533,Car1,JamesSteinEncoder,JamesSteinEncoder,0.9912280701754386,0.9787128994626533
534,Car1,JamesSteinEncoder,BaseNEncoder,0.987719298245614,0.9812403627310466
535,Car1,JamesSteinEncoder,HashingEncoder,0.9298245614035088,0.8003368126225251
536,Car1,JamesSteinEncoder,SumEncoder,0.9859649122807017,0.9694506116131942
537,Car1,JamesSteinEncoder,OneHotEncoder,0.9859649122807017,0.9694506116131942
538,Car1,JamesSteinEncoder,FrequencyEncoder,0.8842105263157894,0.7452395759742908
539,Car1,JamesSteinEncoder,TargetEncoder,0.9912280701754386,0.9787128994626533
540,Car1,BaseNEncoder,BinaryEncoder,0.987719298245614,0.9812403627310466
541,Car1,BaseNEncoder,HelmertEncoder,0.9912280701754386,0.9730889251055432
542,Car1,BaseNEncoder,LabelEncoder,0.9859649122807017,0.9750745859703043
543,Car1,BaseNEncoder,JamesSteinEncoder,0.9912280701754386,0.9787128994626533
544,Car1,BaseNEncoder,BaseNEncoder,0.987719298245614,0.9812403627310466
545,Car1,BaseNEncoder,HashingEncoder,0.9333333333333333,0.8027623549507578
546,Car1,BaseNEncoder,SumEncoder,0.9859649122807017,0.9694506116131942
547,Car1,BaseNEncoder,OneHotEncoder,0.9912280701754386,0.9787128994626533
548,Car1,BaseNEncoder,FrequencyEncoder,0.8842105263157894,0.7452395759742908
549,Car1,BaseNEncoder,TargetEncoder,0.9912280701754386,0.9787128994626533
550,Car1,HashingEncoder,BinaryEncoder,0.5140350877192983,0.5788666176481552
551,Car1,HashingEncoder,HelmertEncoder,0.5140350877192983,0.5816623321911492
552,Car1,HashingEncoder,LabelEncoder,0.5140350877192983,0.5856103878749064
553,Car1,HashingEncoder,JamesSteinEncoder,0.5140350877192983,0.5777218267696104
554,Car1,HashingEncoder,BaseNEncoder,0.5140350877192983,0.5788666176481552
555,Car1,HashingEncoder,HashingEncoder,0.6350877192982456,0.5503577055077622
556,Car1,HashingEncoder,SumEncoder,0.5140350877192983,0.5839019239304317
557,Car1,HashingEncoder,OneHotEncoder,0.5140350877192983,0.5827821280607903
558,Car1,HashingEncoder,FrequencyEncoder,0.49473684210526314,0.47607377606080126
559,Car1,HashingEncoder,TargetEncoder,0.5140350877192983,0.5777218267696104
560,Car1,SumEncoder,BinaryEncoder,0.987719298245614,0.9812403627310466
561,Car1,SumEncoder,HelmertEncoder,0.9859649122807017,0.9750745859703043
562,Car1,SumEncoder,LabelEncoder,0.9859649122807017,0.9750745859703043
563,Car1,SumEncoder,JamesSteinEncoder,0.9912280701754386,0.9787128994626533
564,Car1,SumEncoder,BaseNEncoder,0.987719298245614,0.9812403627310466
565,Car1,SumEncoder,HashingEncoder,0.9298245614035088,0.8003368126225251
566,Car1,SumEncoder,SumEncoder,0.9859649122807017,0.9750745859703043
567,Car1,SumEncoder,OneHotEncoder,0.9912280701754386,0.9730889251055432
568,Car1,SumEncoder,FrequencyEncoder,0.8842105263157894,0.7452395759742908
569,Car1,SumEncoder,TargetEncoder,0.9912280701754386,0.9787128994626533
570,Car1,OneHotEncoder,BinaryEncoder,0.987719298245614,0.9812403627310466
571,Car1,OneHotEncoder,HelmertEncoder,0.9859649122807017,0.9694506116131942
572,Car1,OneHotEncoder,LabelEncoder,0.9859649122807017,0.9750745859703043
573,Car1,OneHotEncoder,JamesSteinEncoder,0.9912280701754386,0.9787128994626533
574,Car1,OneHotEncoder,BaseNEncoder,0.987719298245614,0.9812403627310466
575,Car1,OneHotEncoder,HashingEncoder,0.9298245614035088,0.8003368126225251
576,Car1,OneHotEncoder,SumEncoder,0.9859649122807017,0.9750745859703043
577,Car1,OneHotEncoder,OneHotEncoder,0.9859649122807017,0.9694506116131942
578,Car1,OneHotEncoder,FrequencyEncoder,0.8842105263157894,0.7452395759742908
579,Car1,OneHotEncoder,TargetEncoder,0.9912280701754386,0.9787128994626533
580,Car1,FrequencyEncoder,BinaryEncoder,0.9140350877192982,0.82034490212501
581,Car1,FrequencyEncoder,HelmertEncoder,0.9140350877192982,0.82034490212501
582,Car1,FrequencyEncoder,LabelEncoder,0.9140350877192982,0.8259688764821198
583,Car1,FrequencyEncoder,JamesSteinEncoder,0.9192982456140351,0.8296071899744689
584,Car1,FrequencyEncoder,BaseNEncoder,0.9140350877192982,0.82034490212501
585,Car1,FrequencyEncoder,HashingEncoder,0.9298245614035088,0.7573424737468948
586,Car1,FrequencyEncoder,SumEncoder,0.9140350877192982,0.82034490212501
587,Car1,FrequencyEncoder,OneHotEncoder,0.9140350877192982,0.82034490212501
588,Car1,FrequencyEncoder,FrequencyEncoder,0.8824561403508772,0.7042847664733273
589,Car1,FrequencyEncoder,TargetEncoder,0.9192982456140351,0.8296071899744689
590,Car1,TargetEncoder,BinaryEncoder,0.987719298245614,0.9812403627310466
591,Car1,TargetEncoder,HelmertEncoder,0.9859649122807017,0.9750745859703043
592,Car1,TargetEncoder,LabelEncoder,0.9859649122807017,0.9750745859703043
593,Car1,TargetEncoder,JamesSteinEncoder,0.9912280701754386,0.9787128994626533
594,Car1,TargetEncoder,BaseNEncoder,0.987719298245614,0.9812403627310466
595,Car1,TargetEncoder,HashingEncoder,0.9298245614035088,0.8003368126225251
596,Car1,TargetEncoder,SumEncoder,0.9859649122807017,0.9694506116131942
597,Car1,TargetEncoder,OneHotEncoder,0.9859649122807017,0.9694506116131942
598,Car1,TargetEncoder,FrequencyEncoder,0.8842105263157894,0.7452395759742908
599,Car1,TargetEncoder,TargetEncoder,0.9912280701754386,0.9787128994626533
600,Bridges,BinaryEncoder,BinaryEncoder,0.7142857142857143,0.6833333333333333
601,Bridges,BinaryEncoder,HelmertEncoder,0.7428571428571429,0.7166666666666666
602,Bridges,BinaryEncoder,LabelEncoder,0.7142857142857143,0.6833333333333333
603,Bridges,BinaryEncoder,JamesSteinEncoder,0.7142857142857143,0.6833333333333333
604,Bridges,BinaryEncoder,BaseNEncoder,0.7142857142857143,0.6833333333333333
605,Bridges,BinaryEncoder,HashingEncoder,0.7142857142857143,0.6833333333333333
606,Bridges,BinaryEncoder,SumEncoder,0.7142857142857143,0.6833333333333333
607,Bridges,BinaryEncoder,OneHotEncoder,0.7142857142857143,0.6833333333333333
608,Bridges,BinaryEncoder,FrequencyEncoder,0.7142857142857143,0.6833333333333333
609,Bridges,BinaryEncoder,TargetEncoder,0.7142857142857143,0.6833333333333333
610,Bridges,HelmertEncoder,BinaryEncoder,0.7142857142857143,0.7000000000000002
611,Bridges,HelmertEncoder,HelmertEncoder,0.7714285714285715,0.7666666666666667
612,Bridges,HelmertEncoder,LabelEncoder,0.6857142857142857,0.675
613,Bridges,HelmertEncoder,JamesSteinEncoder,0.6857142857142857,0.675
614,Bridges,HelmertEncoder,BaseNEncoder,0.7142857142857143,0.7000000000000002
615,Bridges,HelmertEncoder,HashingEncoder,0.8,0.8
616,Bridges,HelmertEncoder,SumEncoder,0.7142857142857143,0.7000000000000002
617,Bridges,HelmertEncoder,OneHotEncoder,0.7428571428571429,0.75
618,Bridges,HelmertEncoder,FrequencyEncoder,0.6857142857142857,0.675
619,Bridges,HelmertEncoder,TargetEncoder,0.6857142857142857,0.675
620,Bridges,LabelEncoder,BinaryEncoder,0.8,0.7833333333333333
621,Bridges,LabelEncoder,HelmertEncoder,0.8,0.7833333333333333
622,Bridges,LabelEncoder,LabelEncoder,0.8,0.7833333333333333
623,Bridges,LabelEncoder,JamesSteinEncoder,0.8,0.7833333333333333
624,Bridges,LabelEncoder,BaseNEncoder,0.8,0.7833333333333333
625,Bridges,LabelEncoder,HashingEncoder,0.8,0.7833333333333333
626,Bridges,LabelEncoder,SumEncoder,0.8,0.7833333333333333
627,Bridges,LabelEncoder,OneHotEncoder,0.8,0.7833333333333333
628,Bridges,LabelEncoder,FrequencyEncoder,0.8,0.7833333333333333
629,Bridges,LabelEncoder,TargetEncoder,0.8,0.7833333333333333
630,Bridges,JamesSteinEncoder,BinaryEncoder,0.7142857142857143,0.7000000000000002
631,Bridges,JamesSteinEncoder,HelmertEncoder,0.7142857142857143,0.7000000000000002
632,Bridges,JamesSteinEncoder,LabelEncoder,0.7142857142857143,0.7000000000000002
633,Bridges,JamesSteinEncoder,JamesSteinEncoder,0.7142857142857143,0.7000000000000002
634,Bridges,JamesSteinEncoder,BaseNEncoder,0.7142857142857143,0.7000000000000002
635,Bridges,JamesSteinEncoder,HashingEncoder,0.7142857142857143,0.7000000000000002
636,Bridges,JamesSteinEncoder,SumEncoder,0.7142857142857143,0.7000000000000002
637,Bridges,JamesSteinEncoder,OneHotEncoder,0.7142857142857143,0.7000000000000002
638,Bridges,JamesSteinEncoder,FrequencyEncoder,0.7142857142857143,0.7000000000000002
639,Bridges,JamesSteinEncoder,TargetEncoder,0.7142857142857143,0.7000000000000002
640,Bridges,BaseNEncoder,BinaryEncoder,0.7142857142857143,0.6833333333333333
641,Bridges,BaseNEncoder,HelmertEncoder,0.7428571428571429,0.7166666666666666
642,Bridges,BaseNEncoder,LabelEncoder,0.7142857142857143,0.6833333333333333
643,Bridges,BaseNEncoder,JamesSteinEncoder,0.7142857142857143,0.6833333333333333
644,Bridges,BaseNEncoder,BaseNEncoder,0.7142857142857143,0.6833333333333333
645,Bridges,BaseNEncoder,HashingEncoder,0.7142857142857143,0.6833333333333333
646,Bridges,BaseNEncoder,SumEncoder,0.7142857142857143,0.6833333333333333
647,Bridges,BaseNEncoder,OneHotEncoder,0.7142857142857143,0.6833333333333333
648,Bridges,BaseNEncoder,FrequencyEncoder,0.7142857142857143,0.6833333333333333
649,Bridges,BaseNEncoder,TargetEncoder,0.7142857142857143,0.6833333333333333
650,Bridges,HashingEncoder,BinaryEncoder,0.7714285714285715,0.7416666666666666
651,Bridges,HashingEncoder,HelmertEncoder,0.7428571428571429,0.7166666666666666
652,Bridges,HashingEncoder,LabelEncoder,0.7428571428571429,0.7166666666666666
653,Bridges,HashingEncoder,JamesSteinEncoder,0.7428571428571429,0.7166666666666666
654,Bridges,HashingEncoder,BaseNEncoder,0.7714285714285715,0.7416666666666666
655,Bridges,HashingEncoder,HashingEncoder,0.6857142857142857,0.65
656,Bridges,HashingEncoder,SumEncoder,0.7714285714285715,0.7416666666666666
657,Bridges,HashingEncoder,OneHotEncoder,0.7714285714285715,0.7500000000000001
658,Bridges,HashingEncoder,FrequencyEncoder,0.7428571428571429,0.7166666666666666
659,Bridges,HashingEncoder,TargetEncoder,0.7428571428571429,0.7166666666666666
660,Bridges,SumEncoder,BinaryEncoder,0.8,0.8
661,Bridges,SumEncoder,HelmertEncoder,0.7142857142857143,0.7000000000000002
662,Bridges,SumEncoder,LabelEncoder,0.7142857142857143,0.7000000000000002
663,Bridges,SumEncoder,JamesSteinEncoder,0.7142857142857143,0.7000000000000002
664,Bridges,SumEncoder,BaseNEncoder,0.8,0.8
665,Bridges,SumEncoder,HashingEncoder,0.8,0.8
666,Bridges,SumEncoder,SumEncoder,0.7714285714285715,0.775
667,Bridges,SumEncoder,OneHotEncoder,0.7142857142857143,0.7000000000000002
668,Bridges,SumEncoder,FrequencyEncoder,0.7142857142857143,0.7000000000000002
669,Bridges,SumEncoder,TargetEncoder,0.7142857142857143,0.7000000000000002
670,Bridges,OneHotEncoder,BinaryEncoder,0.6857142857142857,0.675
671,Bridges,OneHotEncoder,HelmertEncoder,0.8,0.8
672,Bridges,OneHotEncoder,LabelEncoder,0.6857142857142857,0.675
673,Bridges,OneHotEncoder,JamesSteinEncoder,0.6857142857142857,0.675
674,Bridges,OneHotEncoder,BaseNEncoder,0.6857142857142857,0.675
675,Bridges,OneHotEncoder,HashingEncoder,0.6857142857142857,0.675
676,Bridges,OneHotEncoder,SumEncoder,0.7142857142857143,0.7000000000000002
677,Bridges,OneHotEncoder,OneHotEncoder,0.8,0.8
678,Bridges,OneHotEncoder,FrequencyEncoder,0.6857142857142857,0.675
679,Bridges,OneHotEncoder,TargetEncoder,0.6857142857142857,0.675
680,Bridges,FrequencyEncoder,BinaryEncoder,0.6571428571428571,0.625
681,Bridges,FrequencyEncoder,HelmertEncoder,0.6285714285714286,0.5916666666666667
682,Bridges,FrequencyEncoder,LabelEncoder,0.6571428571428571,0.6166666666666667
683,Bridges,FrequencyEncoder,JamesSteinEncoder,0.6571428571428571,0.6166666666666667
684,Bridges,FrequencyEncoder,BaseNEncoder,0.6571428571428571,0.625
685,Bridges,FrequencyEncoder,HashingEncoder,0.7142857142857143,0.6833333333333333
686,Bridges,FrequencyEncoder,SumEncoder,0.6571428571428571,0.625
687,Bridges,FrequencyEncoder,OneHotEncoder,0.6857142857142857,0.65
688,Bridges,FrequencyEncoder,FrequencyEncoder,0.6571428571428571,0.6166666666666667
689,Bridges,FrequencyEncoder,TargetEncoder,0.6571428571428571,0.6166666666666667
690,Bridges,TargetEncoder,BinaryEncoder,0.7142857142857143,0.7000000000000002
691,Bridges,TargetEncoder,HelmertEncoder,0.7142857142857143,0.7000000000000002
692,Bridges,TargetEncoder,LabelEncoder,0.7142857142857143,0.7000000000000002
693,Bridges,TargetEncoder,JamesSteinEncoder,0.7142857142857143,0.7000000000000002
694,Bridges,TargetEncoder,BaseNEncoder,0.7142857142857143,0.7000000000000002
695,Bridges,TargetEncoder,HashingEncoder,0.7142857142857143,0.7000000000000002
696,Bridges,TargetEncoder,SumEncoder,0.7142857142857143,0.7000000000000002
697,Bridges,TargetEncoder,OneHotEncoder,0.7142857142857143,0.7000000000000002
698,Bridges,TargetEncoder,FrequencyEncoder,0.7142857142857143,0.7000000000000002
699,Bridges,TargetEncoder,TargetEncoder,0.7142857142857143,0.7000000000000002
